sample_id_canonical	country_iso3	country_program_target	epoch_id	epoch_label	base_block_id	base_block_level	subblock_id	subblock_level	base_block_size	subblock_size	dominant_block_flag	bioproject_accession	study_accession	year	month	week_key	collection_date_raw	prn_interpretable	prn_disrupted	prn_event_id
SAMN05583818	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2005	base_block_plus_year	873	10	True		PRJNA279196	2005			2005	True	False	prn_evt_intact
SAMN05583848	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2002	base_block_plus_year	873	12	True		PRJNA279196	2002			2002	True	False	prn_evt_intact
SAMN05583849	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2003	base_block_plus_year	873	9	True		PRJNA279196	2003			2003	True	False	prn_evt_intact
SAMN05583850	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2003	base_block_plus_year	873	9	True	PRJNA279196	PRJNA279196	2003			2003	True	False	prn_evt_intact
SAMN05716050	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN05716051	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05716052	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05716053	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN05716054	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN05716055	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN05716056	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751692	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751693	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751694	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN05751695	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751696	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751697	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751698	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751699	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751700	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05751701	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN05751702	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN05770313					PRJNA279196	bioproject_accession	PRJNA279196	base_block_only	873	10	True		PRJNA279196				missing	True	False	prn_evt_intact
SAMN05770314					PRJNA279196	bioproject_accession	PRJNA279196	base_block_only	873	10	True	PRJNA279196	PRJNA279196				missing	True	False	prn_evt_intact
SAMN05770315					PRJNA279196	bioproject_accession	PRJNA279196	base_block_only	873	10	True	PRJNA279196	PRJNA279196				missing	True	False	prn_evt_intact
SAMN05770316					PRJNA279196	bioproject_accession	PRJNA279196	base_block_only	873	10	True	PRJNA279196	PRJNA279196				missing	True	False	prn_evt_intact
SAMN05776224	BRA				PRJNA343027	bioproject_accession	PRJNA343027::year=2004	base_block_plus_year	5	2	True	PRJNA343027		2004			2004	False	False	prn_evt_insufficient__not_available_current_step3
SAMN05782317	BRA				PRJNA343027	bioproject_accession	PRJNA343027::year=2004	base_block_plus_year	5	2	True	PRJNA343027		2004			2004	False	False	prn_evt_insufficient__not_available_current_step3
SAMN05783037	BRA				PRJNA343027	bioproject_accession	PRJNA343027::year=2013	base_block_plus_year	5	1	True	PRJNA343027		2013			2013	False	False	prn_evt_insufficient__not_available_current_step3
SAMN05784484	BRA				PRJNA343027	bioproject_accession	PRJNA343027::year=2008	base_block_plus_year	5	1	True	PRJNA343027		2008			2008	False	False	prn_evt_insufficient__not_available_current_step3
SAMN05948795	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	singleton:SAMN05948795	sample_id_canonical_singleton	singleton:SAMN05948795::year=2012	base_block_plus_year	1	1	False			2012			2012	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05948796	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05948797	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN05948798	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05950788	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05950790	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN05950791	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN06007540	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN06007541	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN06007542	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN06007543	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_other_disruption__insertion_like__gap1042
SAMN06007544	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN06007545	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN06007762	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN06007763	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	False	prn_evt_intact
SAMN06434363	JPN				PRJNA376518	bioproject_accession	PRJNA376518	base_block_only	1	1	True	PRJNA376518					Missing	True	False	prn_evt_intact
SAMN07137591	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	True	prn_evt_rearrangement__within_contig__cov94
SAMN07137592	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	False	prn_evt_intact
SAMN07137593	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2016	base_block_plus_year	873	86	True	PRJNA279196	PRJNA279196	2016			2016	True	False	prn_evt_intact
SAMN07235949	AUS	aus_ap_with_prn	aus_ap_with_prn	All-dose acellular era with PRN exposure	PRJNA390469	bioproject_accession	PRJNA390469::week=2014-W10	base_block_plus_week_key	1	1	False	PRJNA390469		2014	3	2014-W10	2014-03-07	True	False	prn_evt_insufficient__not_available_current_step3
SAMN07327524	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2016	base_block_plus_year	873	86	True		PRJNA279196	2016			2016	False	False	prn_evt_insufficient__partial
SAMN07352190	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	False	prn_evt_intact
SAMN07352192	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352193	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352194	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	False	prn_evt_intact
SAMN07352195	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	False	prn_evt_intact
SAMN07352196	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352197	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352198	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352199	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True	PRJNA279196	PRJNA279196	2013			2013	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352209	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN07352213	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN07352214	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN07352218	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	False	prn_evt_intact
SAMN07352219	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN07352224	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07352227	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2014	base_block_plus_year	873	136	True		PRJNA279196	2014			2014	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN07362432	MEX				PRJNA394744	bioproject_accession	PRJNA394744::week=2008-W32	base_block_plus_week_key	4	1	True	PRJNA394744	PRJNA394744	2008	8	2008-W32	2008-08-09	False	False	prn_evt_insufficient__not_available_current_step3
SAMN07362433	MEX				PRJNA394744	bioproject_accession	PRJNA394744::week=2009-W12	base_block_plus_week_key	4	1	True	PRJNA394744	PRJNA394744	2009	3	2009-W12	2009-03-20	False	False	prn_evt_insufficient__not_available_current_step3
SAMN07362434	MEX				PRJNA394744	bioproject_accession	PRJNA394744::week=2012-W10	base_block_plus_week_key	4	1	True	PRJNA394744	PRJNA394744	2012	3	2012-W10	2012-03-06	False	False	prn_evt_insufficient__not_available_current_step3
SAMN07362435	MEX				PRJNA394744	bioproject_accession	PRJNA394744::year=2014	base_block_plus_year	4	1	True	PRJNA394744	PRJNA394744	2014			2014	False	False	prn_evt_insufficient__not_available_current_step3
SAMN07566686	IND				singleton:SAMN07566686	sample_id_canonical_singleton	singleton:SAMN07566686::year=2017	base_block_plus_year	1	1	False			2017			2017	False	False	prn_evt_insufficient__not_available_current_step3
SAMN07566688	IND				PRJNA400355	bioproject_accession	PRJNA400355::year=2017	base_block_plus_year	1	1	False	PRJNA400355		2017			2017	False	False	prn_evt_insufficient__not_available_current_step3
SAMN08016809	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2015	base_block_plus_year	873	61	True	PRJNA279196	PRJNA279196	2015			2015	True	False	prn_evt_intact
SAMN08136964	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2000	base_block_plus_year	873	15	True		PRJNA279196	2000			2000	True	False	prn_evt_intact
SAMN08136965	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2000	base_block_plus_year	873	15	True		PRJNA279196	2000			2000	True	False	prn_evt_intact
SAMN08136966	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2000	base_block_plus_year	873	15	True		PRJNA279196	2000			2000	True	False	prn_evt_intact
SAMN08136967	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2001	base_block_plus_year	873	6	True	PRJNA279196	PRJNA279196	2001			2001	True	False	prn_evt_intact
SAMN08136968	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2002	base_block_plus_year	873	12	True		PRJNA279196	2002			2002	True	False	prn_evt_intact
SAMN08136969	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2002	base_block_plus_year	873	12	True		PRJNA279196	2002			2002	True	False	prn_evt_intact
SAMN08136970	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2002	base_block_plus_year	873	12	True		PRJNA279196	2002			2002	True	False	prn_evt_intact
SAMN08136971	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2002	base_block_plus_year	873	12	True		PRJNA279196	2002			2002	True	False	prn_evt_intact
SAMN08136972	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2003	base_block_plus_year	873	9	True	PRJNA279196	PRJNA279196	2003			2003	True	False	prn_evt_intact
SAMN08136973	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2007	base_block_plus_year	873	8	True		PRJNA279196	2007			2007	True	False	prn_evt_intact
SAMN08136974	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2007	base_block_plus_year	873	8	True		PRJNA279196	2007			2007	True	False	prn_evt_intact
SAMN08136975	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2007	base_block_plus_year	873	8	True	PRJNA279196	PRJNA279196	2007			2007	True	False	prn_evt_intact
SAMN08136976	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2009	base_block_plus_year	873	8	True	PRJNA279196	PRJNA279196	2009			2009	True	False	prn_evt_intact
SAMN08136977	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08136978	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08136979	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08136980	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08136981	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	False	prn_evt_intact
SAMN08136982	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08136983	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	singleton:SAMN08136983	sample_id_canonical_singleton	singleton:SAMN08136983::year=2011	base_block_plus_year	1	1	False			2011			2011	True	False	prn_evt_intact
SAMN08136984	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	singleton:SAMN08136984	sample_id_canonical_singleton	singleton:SAMN08136984::year=2011	base_block_plus_year	1	1	False			2011			2011	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN08136985	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN08136986	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	True	prn_evt_rearrangement__within_contig__cov91
SAMN08136987	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2011	base_block_plus_year	873	40	True		PRJNA279196	2011			2011	True	False	prn_evt_intact
SAMN08136988	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	False	prn_evt_intact
SAMN08136989	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	False	prn_evt_intact
SAMN08136990	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	True	prn_evt_rearrangement__within_contig__cov58
SAMN08136991	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	True	prn_evt_other_disruption__insertion_like__gap1042
SAMN08136992	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2013	base_block_plus_year	873	53	True		PRJNA279196	2013			2013	True	False	prn_evt_intact
SAMN08164936	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2003	base_block_plus_year	873	9	True		PRJNA279196	2003			2003	True	False	prn_evt_intact
SAMN08164937	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2004	base_block_plus_year	873	6	True	PRJNA279196	PRJNA279196	2004			2004	True	False	prn_evt_intact
SAMN08164938	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2008	base_block_plus_year	873	5	True	PRJNA279196	PRJNA279196	2008			2008	True	False	prn_evt_intact
SAMN08164939	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2010	base_block_plus_year	873	22	True		PRJNA279196	2010			2010	True	False	prn_evt_intact
SAMN08164940	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2007	base_block_plus_year	873	8	True	PRJNA279196	PRJNA279196	2007			2007	True	False	prn_evt_intact
SAMN08164941	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	False	prn_evt_intact
SAMN08164942	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	False	prn_evt_intact
SAMN08164943	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMN08164944	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	PRJNA279196::year=2012	base_block_plus_year	873	65	True		PRJNA279196	2012			2012	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
