analysis_panel	country_iso3	country_name	period_label	period_start	period_end	n_years_observed	response_n_genomes_prn_interpretable	response_n_prn_disrupted	response_ipw_prevalence	response_naive_prevalence	response_boundary_lower_prevalence	response_boundary_upper_prevalence	reported_cases_period	genomes_per_case_effective	program_formulation_class_concurrent	program_formulation_class_lagged	lagged_class_available	transition_period_flag	transition_period_type	unique_program_classes_within_period	share_years_prn_positive_within_period	n_new_origins_detected_period	n_active_origin_clades_period	years_since_first_local_origin	years_since_first_prn_detection	formulation_confidence_period	period_contains_conflict	dominant_exposure_precedence_rule	country_row_share	primary_panel_eligible	exclusion_reason	notes
programme_country_period_5y	CAF	Central African Republic	2020-2024	2020	2024	5	0	0					1274.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CAN	Canada	2000-2004	2000	2004	5	0	0			0.0	1.0	13849.0	0.0008664885551303	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CAN	Canada	2005-2009	2005	2009	5	0	0			0.0	1.0	9276.0	0.0001078050884001	routine_ap_unknown	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CAN	Canada	2010-2014	2010	2014	5	0	0					9068.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CAN	Canada	2015-2019	2015	2019	5	0	0					15627.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CAN	Canada	2020-2024	2020	2024	5	0	0					24417.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHE	Switzerland	2000-2004	2000	2004	5	0	0					6000.0	0.0	routine_ap_unknown		False	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHE	Switzerland	2005-2009	2005	2009	5	0	0					3700.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHE	Switzerland	2010-2014	2010	2014	5	0	0					30043.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHE	Switzerland	2015-2019	2015	2019	5	0	0					28029.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHE	Switzerland	2020-2024	2020	2024	5	0	0					0.0		routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CHL	Chile	2000-2004	2000	2004	5	0	0					8501.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHL	Chile	2005-2009	2005	2009	5	0	0					5192.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHL	Chile	2010-2014	2010	2014	5	0	0					12227.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHL	Chile	2015-2019	2015	2019	5	0	0					3367.0	0.0	routine_ap_unknown	wp_only_or_pre_ap	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHL	Chile	2020-2024	2020	2024	5	0	0					602.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHN	China	2000-2004	2000	2004	5	0	0					23824.0	0.0	routine_ap_mixed		False	False		routine_ap_mixed	0.0	0	0			medium	True	curated_formulation_preferred_over_program_phase	0.0555555555555555	False	missing_ipw_response	contains_curated_vs_program_phase_conflict_resolved_by_curated_precedence;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHN	China	2005-2009	2005	2009	5	0	0					10438.0	0.0	routine_ap_mixed	routine_ap_mixed	True	False		routine_ap_mixed	0.0	0	0			medium	True	curated_formulation_preferred_over_program_phase	0.0555555555555555	False	missing_ipw_response	contains_curated_vs_program_phase_conflict_resolved_by_curated_precedence;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHN	China	2010-2014	2010	2014	5	1	0	0.0	0.0	0.0	0.0	11584.0	8.632596685082873e-05	routine_ap_mixed	routine_ap_mixed	True	False		routine_ap_mixed	0.0	0	0			medium	True	curated_formulation_applied	0.0555555555555555	False	below_interpretable_threshold_5	contains_curated_vs_program_phase_conflict_resolved_by_curated_precedence;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CHN	China	2015-2019	2015	2019	5	2	0	0.0	0.0	0.0	0.9830508474576272	74716.0	0.0015793136677552	routine_ap_mixed	routine_ap_mixed	True	False		routine_ap_mixed	0.0	0	0			medium	False	curated_formulation_applied	0.0555555555555555	False	below_interpretable_threshold_5	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CIV	Côte d'Ivoire	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CIV	Côte d'Ivoire	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CIV	Côte d'Ivoire	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CIV	Côte d'Ivoire	2015-2019	2015	2019	5	0	0					179.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CIV	Côte d'Ivoire	2020-2024	2020	2024	5	0	0					2105.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CMR	Cameroon	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CMR	Cameroon	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CMR	Cameroon	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CMR	Cameroon	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CMR	Cameroon	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COG	Congo	2000-2004	2000	2004	5	0	0					69.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COG	Congo	2005-2009	2005	2009	5	0	0					163.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COG	Congo	2010-2014	2010	2014	5	0	0					170.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COG	Congo	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COG	Congo	2020-2024	2020	2024	5	0	0					43.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COK	Cook Islands	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COK	Cook Islands	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COK	Cook Islands	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COK	Cook Islands	2015-2019	2015	2019	5	0	0					0.0		routine_ap_unknown	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition
programme_country_period_5y	COK	Cook Islands	2020-2024	2020	2024	5	0	0					0.0		routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COL	Colombia	2000-2004	2000	2004	5	0	0					1510.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COL	Colombia	2005-2009	2005	2009	5	0	0					1312.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COL	Colombia	2010-2014	2010	2014	5	0	0					19059.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_mixed,routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COL	Colombia	2015-2019	2015	2019	5	0	0					2615.0	0.0	routine_ap_unknown	wp_only_or_pre_ap	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COL	Colombia	2020-2024	2020	2024	5	0	0					395.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	COM	Comoros	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COM	Comoros	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COM	Comoros	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COM	Comoros	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	COM	Comoros	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CPV	Cabo Verde	2000-2004	2000	2004	5	0	0					7.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CPV	Cabo Verde	2005-2009	2005	2009	5	0	0					6.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CPV	Cabo Verde	2010-2014	2010	2014	5	0	0					19.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CPV	Cabo Verde	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CPV	Cabo Verde	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CRI	Costa Rica	2000-2004	2000	2004	5	0	0					146.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CRI	Costa Rica	2005-2009	2005	2009	5	0	0					5756.0	0.0	routine_ap_unknown	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CRI	Costa Rica	2010-2014	2010	2014	5	0	0					369.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CRI	Costa Rica	2015-2019	2015	2019	5	0	0					188.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CRI	Costa Rica	2020-2024	2020	2024	5	0	0					194.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CUB	Cuba	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CUB	Cuba	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CUB	Cuba	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CUB	Cuba	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CUB	Cuba	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CUW	Curaçao	2015-2019	2015	2019	3	0	0					4.0	0.0	unknown		False	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CYM	Cayman Islands	2000-2004	2000	2004	4	0	0					0.0		unknown		False	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CYM	Cayman Islands	2015-2019	2015	2019	2	0	0					0.0		unknown	unknown	True	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CYM	Cayman Islands	2020-2024	2020	2024	5	0	0					0.0		unknown	unknown	True	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	CYP	Cyprus	2000-2004	2000	2004	5	0	0					80.0	0.0	routine_ap_unknown		False	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CYP	Cyprus	2005-2009	2005	2009	5	0	0					34.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CYP	Cyprus	2010-2014	2010	2014	5	0	0					34.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CYP	Cyprus	2015-2019	2015	2019	5	0	0					23.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CYP	Cyprus	2020-2024	2020	2024	5	0	0					46.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CZE	Czechia	1995-1999	1995	1999	2	0	0					0.0		unknown		False	False			0.0	0	0				False	program_metadata_only_fallback	0.0555555555555555	False	missing_ipw_response	
programme_country_period_5y	CZE	Czechia	2000-2004	2000	2004	5	0	0					1355.0	0.0	wp_only_or_pre_ap	unknown	True	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0555555555555555	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CZE	Czechia	2005-2009	2005	2009	5	2	0	0.0	0.0	0.0	0.0	2555.0	0.0007827788649706	routine_ap_prn_positive	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_prn_positive,wp_only_or_pre_ap	0.6	0	0			medium	False	curated_formulation_applied	0.0555555555555555	False	below_interpretable_threshold_5	transition_period_flag=ap_vs_wp_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CZE	Czechia	2015-2019	2015	2019	5	1	0	0.0	0.0	0.0	0.0	4077.0	0.0002452783909737	routine_ap_prn_positive	routine_ap_prn_positive	True	True	within_ap_transition	routine_ap_prn_negative,routine_ap_prn_positive	0.6	0	0			medium	False	curated_formulation_applied	0.0555555555555555	False	below_interpretable_threshold_5	transition_period_flag=within_ap_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	CZE	Czechia	2020-2024	2020	2024	5	0	0					38710.0	0.0	routine_ap_mixed	routine_ap_prn_positive	True	True	within_ap_transition	routine_ap_mixed,routine_ap_prn_negative	0.0	0	0			high	False	curated_formulation_applied	0.0555555555555555	False	missing_ipw_response	transition_period_flag=within_ap_transition;reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DEU	Germany	1995-1999	1995	1999	3	0	0					0.0		unknown		False	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DEU	Germany	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap	unknown	True	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DEU	Germany	2005-2009	2005	2009	5	0	0					0.0		routine_ap_unknown	wp_only_or_pre_ap	True	True	ap_vs_wp_transition	routine_ap_unknown,wp_only_or_pre_ap	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	transition_period_flag=ap_vs_wp_transition
programme_country_period_5y	DEU	Germany	2010-2014	2010	2014	5	0	0					12260.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DEU	Germany	2015-2019	2015	2019	5	0	0					62201.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DEU	Germany	2020-2024	2020	2024	5	0	0					32516.0	0.0	routine_ap_unknown	routine_ap_unknown	True	False		routine_ap_unknown	0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DJI	Djibouti	2000-2004	2000	2004	5	0	0					94.0	0.0	wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DJI	Djibouti	2005-2009	2005	2009	5	0	0					3.0	0.0	wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	reported_cases_aggregated_across_full_period_including_zero_genome_years
programme_country_period_5y	DJI	Djibouti	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DJI	Djibouti	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DJI	Djibouti	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DMA	Dominica	2000-2004	2000	2004	5	0	0					0.0		wp_only_or_pre_ap		False	False		wp_only_or_pre_ap	0.0	0	0				False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DMA	Dominica	2005-2009	2005	2009	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DMA	Dominica	2010-2014	2010	2014	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DMA	Dominica	2015-2019	2015	2019	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DMA	Dominica	2020-2024	2020	2024	5	0	0					0.0		wp_only_or_pre_ap	wp_only_or_pre_ap	True	False		wp_only_or_pre_ap	0.0	0	0			medium	False	program_phase_inferred_fallback	0.0	False	missing_ipw_response	
programme_country_period_5y	DNK	Denmark	1995-1999	1995	1999	3	0	0					0.0		unknown		False	False			0.0	0	0				False	program_metadata_only_fallback	0.0	False	missing_ipw_response	
