country_iso3	country_name	analysis_role	year	age_group_projected	cases	harmonization_status	source_bins_used	source_bins_available	year_complete_exact	source_sheet	source_file	notes
USA	United States	primary_main	2017	0-1	2237.0	exact_single_bin	00-00	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2017	1-4	2779.0	exact_single_bin	01-04	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2017	15+	7902.0	exact_multi_bin_sum	15-24|25-39|40-64|65+	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2017	5-14	6015.0	exact_single_bin	05-14	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2018	0-1	1995.0	exact_single_bin	00-00	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2018	1-4	2431.0	exact_single_bin	01-04	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2018	15+	6418.0	exact_multi_bin_sum	15-24|25-39|40-64|65+	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2018	5-14	4742.0	exact_single_bin	05-14	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2019	0-1	2183.0	exact_single_bin	00-00	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2019	1-4	2876.0	exact_single_bin	01-04	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2019	15+	7664.0	exact_multi_bin_sum	15-24|25-39|40-64|65+	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2019	5-14	5874.0	exact_single_bin	05-14	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2020	0-1	698.0	exact_single_bin	00-00	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2020	1-4	983.0	exact_single_bin	01-04	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2020	15+	2606.0	exact_multi_bin_sum	15-24|25-39|40-64|65+	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2020	5-14	1828.0	exact_single_bin	05-14	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2021	0-1	177.0	exact_single_bin	00-00	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2021	1-4	378.0	exact_single_bin	01-04	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2021	15+	1327.0	exact_multi_bin_sum	15-24|25-39|40-64|65+	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2021	5-14	232.0	exact_single_bin	05-14	00-00|01-04|05-14|15-24|25-39|40-64|65+	True	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2022	0-1	269.0	exact_single_bin	00-00	00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2022	1-4		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2022	15+		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2022	5-14		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2023	0-1	729.0	exact_single_bin	00-00	00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2023	1-4		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2023	15+		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2023	5-14		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2024	0-1	2723.0	exact_single_bin	00-00	00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2024	1-4		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2024	15+		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2024	5-14		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2025	0-1	3590.0	exact_single_bin	00-00	00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2025	1-4		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2025	15+		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
USA	United States	primary_main	2025	5-14		not_exactly_harmonizable		00-00|01-06|07-10|11-19|20+	False	US	modules/public_health/inputs/raw/report_cases/Pertussis case year age.xlsx	project_bin_0-1_operationalized_as_infant_lt1_due_source_conventions
