country_iso3	country_name	analysis_role	country_tier	year	reported_cases	dtp3_coverage	booster_coverage	vaccine_program_type	acellular_vs_whole_cell	reporting_era_record_iso3	reporting_era_scope_type	reporting_era_match_type	reporting_era_confidence	pcr_lab_guideline_year	reporting_case_definition_change_year	surveillance_platform_change_year	post_pcr_lab_guideline_era	post_reporting_case_definition_change_era	post_surveillance_platform_change_era	primary_series_formulation	booster_formulation	prn_in_vaccine_curated	formulation_confidence	formulation_source_name	formulation_source_url	notes
JPN	Japan	primary_focal	main	2016	3011.0	99.1		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2017	1661.0	102.4		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2018	12103.0	100.98		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2019	16845.0	98.3		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2020	2947.0	96.21		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2021	752.0	98.77		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2022		99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2023		98.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2024	4095.0	98.62		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	1.0	1.0	1.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2000	7867.0	94.0				USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2001	7580.0	94.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2002	9771.0	93.9		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2003	11647.0	96.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2004	25827.0	96.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2005	25616.0	96.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2006	15632.0	96.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2007	10454.0	96.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2008	13213.0	96.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2009	0.0	95.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2010	27550.0	94.5		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2011	18719.0	96.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2012	48277.0	94.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2013	28639.0	94.3		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2014	32971.0	95.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2015	20679.0	94.7		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2016	17972.0	95.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2017	18975.0	94.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2018	15609.0	94.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2019		93.8		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	0.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2020	18617.0	93.3		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	1.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2021	6126.0	93.7		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	1.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2022	2115.0	94.2		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	1.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2023	3044.0	94.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	1.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
USA	United States	primary_main	main	2024		94.0		ap_introduced_routine_or_mixed	mixed_or_acellular	USA	country	country_direct	high	1997.0	2020.0		1.0	1.0		ap_prn_positive	ap_prn_positive	yes	high	CDC ACIP 2018 pertussis recommendations; FDA INFANRIX; Merck VAXELIS PI	https://www.cdc.gov/mmwr/volumes/67/rr/rr6702a1.htm;https://www.fda.gov/media/75157/download?attachment=;https://www.merck.com/product/usa/pi_circulars/v/vaxelis/vaxelis_pi.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
