scenario_id	scenario_class	simmap_model	stochastic_map_replicate	stochastic_origin_count
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	241	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	242	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	243	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	244	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	245	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	246	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	247	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	248	30
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	249	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	250	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	251	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	252	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	253	30
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	254	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	255	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	256	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	257	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	258	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	259	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	260	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	261	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	262	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	263	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	264	31
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	265	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	266	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	267	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	268	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	269	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	270	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	271	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	272	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	273	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	274	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	275	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	276	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	277	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	278	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	279	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	280	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	281	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	282	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	283	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	284	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	285	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	286	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	287	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	288	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	289	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	290	30
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	291	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	292	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	293	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	294	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	295	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	296	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	297	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	298	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	299	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	300	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	301	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	302	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	303	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	304	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	305	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	306	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	307	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	308	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	309	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	310	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	311	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	312	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	313	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	314	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	315	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	316	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	317	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	318	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	319	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	320	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	321	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	322	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	323	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	324	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	325	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	326	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	327	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	328	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	329	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	330	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	331	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	332	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	333	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	334	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	335	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	336	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	337	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	338	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	339	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	340	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	341	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	342	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	343	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	344	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	345	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	346	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	347	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	348	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	349	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	350	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	351	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	352	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	353	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	354	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	355	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	356	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	357	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	358	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	359	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	360	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	361	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	362	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	363	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	364	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	365	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	366	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	367	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	368	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	369	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	370	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	371	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	372	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	373	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	374	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	375	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	376	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	377	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	378	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	379	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	380	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	381	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	382	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	383	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	384	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	385	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	386	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	387	43
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	388	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	389	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	390	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	391	31
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	392	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	393	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	394	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	395	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	396	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	397	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	398	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	399	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	400	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	401	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	402	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	403	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	404	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	405	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	406	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	407	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	408	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	409	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	410	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	411	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	412	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	413	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	414	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	415	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	416	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	417	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	418	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	419	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	420	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	421	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	422	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	423	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	424	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	425	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	426	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	427	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	428	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	429	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	430	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	431	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	432	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	433	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	434	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	435	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	436	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	437	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	438	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	439	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	440	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	441	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	442	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	443	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	444	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	445	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	446	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	447	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	448	42
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	449	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	450	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	451	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	452	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	453	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	454	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	455	30
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	456	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	457	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	458	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	459	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	460	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	461	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	462	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	463	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	464	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	465	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	466	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	467	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	468	41
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	469	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	470	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	471	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	472	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	473	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	474	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	475	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	476	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	477	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	478	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	479	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	480	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	481	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	482	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	483	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	484	36
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	485	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	486	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	487	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	488	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	489	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	490	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	491	37
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	492	32
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	493	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	494	35
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	495	39
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	496	33
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	497	38
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	498	40
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	499	34
support_ge_90_reference_rooted	support_threshold	fixed_ER_Q_rate_20000_root_equal	500	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	1	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	2	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	3	37
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	4	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	5	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	6	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	7	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	8	35
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	9	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	10	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	11	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	12	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	13	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	14	30
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	15	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	16	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	17	38
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	18	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	19	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	20	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	21	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	22	37
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	23	39
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	24	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	25	31
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	26	38
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	27	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	28	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	29	31
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	30	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	31	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	32	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	33	41
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	34	35
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	35	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	36	37
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	37	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	38	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	39	32
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	40	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	41	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	42	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	43	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	44	33
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	45	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	46	36
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	47	34
composition_filtered_midpoint	rooting_sensitivity	fixed_ER_Q_rate_20000_root_equal	48	35
