model_id	analysis_panel	sensitivity_label	model_spec	response_track	exposure_column	excluded_country_iso3	country_filter	n_rows	n_countries	year_window	model_family	weighting_scheme	result_type	estimate_term	program_class	reference_class	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	q_value_scope	notes	term_label	estimate_stability	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_upper	converged	covariance_type	diagnostic_notes
programme_country_period_5y_leave_one_out_CHN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CHN	exclude_country=CHN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	20.05966447005428	1.8635251027066424	38.25580383740191	0.0307162099683704	0.052087595283341	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	extreme_or_quasi_separated		6.4464210620457445		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN
programme_country_period_5y_leave_one_out_CZE	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CZE	exclude_country=CZE	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	17.032978861022034					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE
programme_country_period_5y_leave_one_out_FRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	FRA	exclude_country=FRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	25.516657915714312					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA
programme_country_period_5y_leave_one_out_GBR	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GBR	exclude_country=GBR	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	17.06125558625107	4.752238448903997	29.37027272359815	0.006593385026653	0.013186770053306	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	extreme_or_quasi_separated		115.84330383479475		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR
programme_country_period_5y_leave_one_out_GTM	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GTM	exclude_country=GTM	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	17.280024558982387	-4.0833051551487785	38.64335427311355	0.1128815905236801	0.2583509668469529	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	extreme_or_quasi_separated		0.016851676102896656		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM
programme_country_period_5y_leave_one_out_IND	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	IND	exclude_country=IND	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	16.487229395114092					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND
programme_country_period_5y_leave_one_out_JPN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	JPN	exclude_country=JPN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	17.948823165495924					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN
programme_country_period_5y_leave_one_out_NZL	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	NZL	exclude_country=NZL	14	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	16.430967188341107	-1.4000736798344915	34.262008056516706	0.0709022585946299	0.0992631620324818	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	extreme_or_quasi_separated		0.2465787953874534		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL
programme_country_period_5y_leave_one_out_USA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	USA	exclude_country=USA	13	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	14.24450820395798	-10.98074912980633	39.469765537722296	0.2683817580759452	0.3202638468253401	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	extreme_or_quasi_separated				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA
programme_country_period_5y_leave_one_out_ZAF	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	ZAF	exclude_country=ZAF	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_mixed]	routine_ap_mixed	wp_only_or_pre_ap	log_odds	16.94882322490433					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_mixed vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF
programme_country_period_5y_primary_programme_only_naive	programme_country_period_5y	response_track_sensitivity	programme_only	naive	program_formulation_class_concurrent		all_primary_eligible_period_rows	18	11	2000-2024	statsmodels_glm_binomial_grouped_cluster	naive_grouped_binomial_interpretable_trials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	16.407414790881194	-91.0423770522873	123.85720663404967	0.7647196019990234	0.7647196019990234	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=naive;exposure=concurrent_programme_class;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	extreme_or_quasi_separated				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=naive;exposure=concurrent_programme_class
programme_country_period_5y_primary_programme_only_boundary_lower	programme_country_period_5y	response_track_sensitivity	programme_only	boundary_lower	program_formulation_class_concurrent		all_primary_eligible_period_rows	18	11	2000-2024	statsmodels_glm_binomial_grouped_cluster	boundary_lower_total_genome_trials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	17.401779440535194					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=boundary_lower;exposure=concurrent_programme_class;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=boundary_lower;exposure=concurrent_programme_class
programme_country_period_5y_primary_programme_only_boundary_upper	programme_country_period_5y	response_track_sensitivity	programme_only	boundary_upper	program_formulation_class_concurrent		all_primary_eligible_period_rows	18	11	2000-2024	statsmodels_glm_binomial_grouped_cluster	boundary_upper_total_genome_trials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	-2.8738925651042058	-5.839639116089298	0.0918539858808866	0.0575256187397603	0.1006698327945806	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=boundary_upper;exposure=concurrent_programme_class;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	imprecise_crosses_null	0.05647865131284043	0.0029098925697575466	1.0962047490238416	True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=boundary_upper;exposure=concurrent_programme_class
programme_country_period_5y_ridge_penalized_programme_only_ipw	programme_country_period_5y	ridge_penalized_support	programme_only	ipw	program_formulation_class_concurrent		all_primary_eligible_period_rows	18	11	2000-2024	statsmodels_fractional_logit_regularized_ridge	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	-0.2503499948689575					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;penalized_support=true;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing	0.7785282544879747			True	regularized_ridge	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;penalized_support=true
programme_country_period_5y_leave_one_out_BRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	BRA	exclude_country=BRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	14.57846024273742					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=BRA;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=BRA
programme_country_period_5y_leave_one_out_CHN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CHN	exclude_country=CHN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	15.793181918668145					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CHN
programme_country_period_5y_leave_one_out_CZE	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	CZE	exclude_country=CZE	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	13.955590406184175					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=CZE
programme_country_period_5y_leave_one_out_FRA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	FRA	exclude_country=FRA	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	15.994647361854208					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=FRA
programme_country_period_5y_leave_one_out_GBR	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GBR	exclude_country=GBR	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	14.040751170230251	2.407111494227708	25.6743908462328	0.0180036633542232	0.0270054950313348	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	extreme_or_quasi_separated		11.101847037250783		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GBR
programme_country_period_5y_leave_one_out_GTM	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	GTM	exclude_country=GTM	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	14.34811660219594	-8.130493442208339	36.82672664660021	0.2109090390943424	0.2952726547320794	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	extreme_or_quasi_separated		0.0002944228842778908		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=GTM
programme_country_period_5y_leave_one_out_IND	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	IND	exclude_country=IND	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	13.555321438327631					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=IND
programme_country_period_5y_leave_one_out_JPN	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	JPN	exclude_country=JPN	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	0.3738654459234365					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing	1.4533415842652313			True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=JPN
programme_country_period_5y_leave_one_out_NZL	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	NZL	exclude_country=NZL	14	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	13.753905589571309	0.1131449558526451	27.394666223289967	0.0481256250522748	0.084219843841481	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	extreme_or_quasi_separated		1.1197942419136082		True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=NZL
programme_country_period_5y_leave_one_out_USA	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	USA	exclude_country=USA	13	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	8.98063242931589	-10.140945990155284	28.102210848787063	0.3572944161231305	0.3572944161231305	within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	extreme_or_quasi_separated	7947.656857627487			True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=USA
programme_country_period_5y_leave_one_out_ZAF	programme_country_period_5y	leave_one_country_out	programme_only	ipw	program_formulation_class_concurrent	ZAF	exclude_country=ZAF	17	10	2000-2024	statsmodels_fractional_logit_cluster	ipw_fractional_response_no_pseudotrials	coefficient	C(program_formulation_class_concurrent, Treatment(reference='wp_only_or_pre_ap'))[T.routine_ap_prn_negative]	routine_ap_prn_negative	wp_only_or_pre_ap	log_odds	14.049068756429495					within_model_term_family_bh_not_manuscript_wide_fdr	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF;q_value_scope=within_model_term_family_bh_not_manuscript_wide_fdr	routine_ap_prn_negative vs wp_only_or_pre_ap	missing				True	cluster	programme_surveillance_design_upgrade;headline_focus=surveillance_heterogeneity_not_causal_policy_effect;sampling_covariates_are_diagnostics_not_policy_mechanisms;response=ipw;exposure=concurrent_programme_class;leave_one_country_out=ZAF
