model_id	analysis_cohort	response_variable	model_family	country_filter	year_window	n_country_year_cells	n_countries	covariates	random_effects	weighting_scheme	estimate_term	effect_scale	effect_estimate	ci_lower	ci_upper	p_value	q_value	sensitivity_label	focal_exposure_family	excluded_country_iso3	notes	exposure_formula_id	exposure_lambda	exposure_gamma	exposure_delta_prn	uses_ipw_response
m7_exclude_usa_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	-3.0348208010796465	-4.079447610984976	-1.9901939911743163	1.2399707426845346e-08	4.959882970738138e-08	exclude_usa_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	-0.9746769636687216	-2.40864676225109	0.4592928349136467	0.18278708075976235	0.18278708075976235	exclude_usa_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.5633511496187515	2.2459002561600876	4.8808020430774155	1.1499730231915221e-07	2.2999460463830442e-07	exclude_usa_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-13.19330479579932	-28.38734041296361	2.0007308213649733	0.08877228726464721	0.11836304968619628	exclude_usa_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	dtp3_coverage	log_odds	-4.149999717737482	-5.338917654112551	-2.961081781362413	7.836020417747002e-12	3.134408167098801e-11	exclude_usa_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.5270293305855678	0.39988136058486723	2.6541773005862686	0.007922509148245901	0.010563345530994535	exclude_usa_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	1.740691794419827	0.6412570038912064	2.8401265849484476	0.0019144617558802047	0.0038289235117604094	exclude_usa_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_usa_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=USA	2012-2024	11	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-4.80047871297011	-8.832550754357722	-0.7684066715824969	0.019620642011231794	0.019620642011231794	exclude_usa_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=USA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v2_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v2_score	log_odds	1.411050891585253	1.1520296092892088	1.6700721738812974	1.2993385709609207e-26	5.197354283843683e-26	exclude_post2020_china_ap_exposure_v2	v2		workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v2_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.8936765532316802	1.4840858027055042	2.303267303757856	1.2838259747055572e-19	2.5676519494111143e-19	exclude_post2020_china_ap_exposure_v2	v2		workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v2_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.1588254824144033	2.433282196122761	3.8843687687060457	1.421983148662906e-17	1.8959775315505416e-17	exclude_post2020_china_ap_exposure_v2	v2		workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v2_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v2_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.7564637313272633	0.8878934586213796	2.625034004033147	7.382657007115325e-05	7.382657007115325e-05	exclude_post2020_china_ap_exposure_v2	v2		workflow_native_m7_primary_v2;response_uses_ipw_prevalence;aPExposure_V2_uses_DTP3_plus_curated_ap_timing_plus_booster_flag_plus_PRN_formulation_status;v2_known_fraction=1.000;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v1_score	log_odds	1.5973429361828357	1.3188203728102723	1.8758654995553992	2.572962568639919e-29	5.145925137279838e-29	exclude_post2020_china_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.7416834141143895	2.27396186598356	3.209404962245219	1.496635381150205e-30	5.98654152460082e-30	exclude_post2020_china_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	0.8897237570249936	0.23908467796286537	1.5403628360871218	0.007357287871720044	0.007357287871720044	exclude_post2020_china_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_ap_exposure_v1_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	ap_exposure_v1_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.4879902684275697	0.7061651604164889	2.2698153764386504	0.00019123372837767107	0.0002549783045035614	exclude_post2020_china_ap_exposure_v1	v1		workflow_native_m7_primary_v1;response_uses_ipw_prevalence;aPExposure_V1_uses_DTP3_plus_years_since_first_routine_ap_intro_plus_booster_flag;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	dtp3_coverage	log_odds	-2.529471152199257	-3.1238318851083453	-1.9351104192901682	7.345492997700287e-17	1.4690985995400574e-16	exclude_post2020_china_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.9686734581783154	1.5801968391388321	2.3571500772177987	3.001880584415748e-23	1.2007522337662993e-22	exclude_post2020_china_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	2.0243920523519074	1.0707959101142217	2.977988194589593	3.170100930421431e-05	4.2268012405619076e-05	exclude_post2020_china_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_exclude_post2020_china_legacy_dtp3_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country_year_subset=CHN_year_ge_2021	2000-2024	26	8	dtp3_coverage_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-1.3798423306794245	-2.355157231854253	-0.4045274295045961	0.005555214072738151	0.005555214072738151	exclude_post2020_china_legacy_dtp3	dtp3		legacy_proxy_model_for_comparison_only;DTP3_not_interpreted_as_mechanistic_selection_pressure;explicit_exclusion=proxy_for_mr_dominant_post2020_china_rows	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	5.489158572719883	4.47226966422386	6.506047481215906	3.687021498565578e-26	1.4748085994262313e-25	leave_one_country_out_ap_exposure_v3	v3	BRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	0.5210367852303655	-0.010981015393388693	1.0530545858541196	0.05491539937530763	0.07322053250041018	leave_one_country_out_ap_exposure_v3	v3	BRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	0.277581065303651	-1.8972256499820515	2.4523877805893535	0.8024603317722167	0.8024603317722167	leave_one_country_out_ap_exposure_v3	v3	BRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_BRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=BRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	-13.147766779672455	-22.49801785396543	-3.7975157053794817	0.005850666589125654	0.011701333178251307	leave_one_country_out_ap_exposure_v3	v3	BRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=BRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	0.9058037771448096	0.6634858999708988	1.1481216543187205	2.3599790331417546e-13	3.146638710855673e-13	leave_one_country_out_ap_exposure_v3	v3	CHN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	2.120000537414329	1.729512540735497	2.5104885340931613	1.9196043447718968e-26	7.678417379087587e-26	leave_one_country_out_ap_exposure_v3	v3	CHN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.6773668511114384	2.904678856096087	4.45005484612679	1.0788028794358528e-20	2.1576057588717055e-20	leave_one_country_out_ap_exposure_v3	v3	CHN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_CHN_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=CHN	2000-2024	26	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.6687323034340211	1.0016987855059247	2.3357658213621173	9.420401397869913e-07	9.420401397869913e-07	leave_one_country_out_ap_exposure_v3	v3	CHN	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=CHN	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	1.4769352200775787	1.1583550213496616	1.7955154188054958	1.0223701876517118e-19	2.0447403753034237e-19	leave_one_country_out_ap_exposure_v3	v3	FRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.3262854798504309	0.9291673186497249	1.7234036410511369	5.911446030817593e-11	7.881928041090124e-11	leave_one_country_out_ap_exposure_v3	v3	FRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	5.3129402066248606	4.235504197888973	6.390376215360748	4.248363589763054e-22	1.6993454359052217e-21	leave_one_country_out_ap_exposure_v3	v3	FRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_FRA_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=FRA	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.5967966456358975	0.9654498163585005	2.2281434749132947	7.151114770660368e-07	7.151114770660368e-07	leave_one_country_out_ap_exposure_v3	v3	FRA	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=FRA	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	ap_exposure_v3_score	log_odds	0.8002068578786916	0.5676235032347393	1.032790212522644	1.5470943527575178e-11	2.062792470343357e-11	leave_one_country_out_ap_exposure_v3	v3	GBR	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	log1p_reported_cases_z	log_odds	1.707968454882495	1.3340323030320973	2.0819046067328926	3.479019797381642e-19	1.3916079189526568e-18	leave_one_country_out_ap_exposure_v3	v3	GBR	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	post_covid_period	log_odds	3.1119499355927953	2.3445859183073994	3.8793139528781913	1.8872580391374115e-15	3.774516078274823e-15	leave_one_country_out_ap_exposure_v3	v3	GBR	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
m7_leave_one_country_out_ap_exposure_v3_exclude_GBR_glm	C_IPW	ipw_prn_disrupted_prevalence	statsmodels_glm_binomial_no_random_effects	exclude_country=GBR	2000-2024	28	8	ap_exposure_v3_score_z,log1p_reported_cases_z,post_covid_period,genomes_per_case_z	not_fit	ipw_grouped_binomial_trials	genomes_per_case_z	log_odds	1.1641181420630802	0.46254621260537854	1.8656900715207818	0.00114504311607147	0.00114504311607147	leave_one_country_out_ap_exposure_v3	v3	GBR	workflow_native_m7_primary_v3;response_uses_ipw_prevalence;aPExposure_V3_uses_DTP3_plus_curated_ap_timing_plus_role_specific_product_metadata_on_routine_primary_and_booster_exposure;v3_known_fraction=1.000;leave_one_country_out=GBR	v1_lambda_1_gamma_0.5	1.0	0.5	1.0	True
